Date(TimeStamp),Time(TimeStamp),TimeStamp,GantryFrom,GantryTo,avg(Speed),sum(Volume)
2024-01-06,04:00:00,"2024-01-06 04:00:00",05F0055N,05F0001N,85,17
2024-01-06,04:05:00,"2024-01-06 04:05:00",05F0055N,05F0001N,81.5,21
2024-01-06,04:10:00,"2024-01-06 04:10:00",05F0055N,05F0001N,88.5,14
2024-01-06,04:15:00,"2024-01-06 04:15:00",05F0055N,05F0001N,86,24
2024-01-06,04:20:00,"2024-01-06 04:20:00",05F0055N,05F0001N,84,12
2024-01-06,04:25:00,"2024-01-06 04:25:00",05F0055N,05F0001N,86,18
2024-01-06,04:30:00,"2024-01-06 04:30:00",05F0055N,05F0001N,82,19
2024-01-06,04:35:00,"2024-01-06 04:35:00",05F0055N,05F0001N,86,15
2024-01-06,04:40:00,"2024-01-06 04:40:00",05F0055N,05F0001N,83.66666666666667,17
2024-01-06,04:45:00,"2024-01-06 04:45:00",05F0055N,05F0001N,86,16
2024-01-06,04:50:00,"2024-01-06 04:50:00",05F0055N,05F0001N,80.5,24
2024-01-06,04:55:00,"2024-01-06 04:55:00",05F0055N,05F0001N,87,19
2024-01-06,05:00:00,"2024-01-06 05:00:00",05F0055N,05F0001N,82,16
2024-01-06,05:05:00,"2024-01-06 05:05:00",05F0055N,05F0001N,82,19
2024-01-06,05:10:00,"2024-01-06 05:10:00",05F0055N,05F0001N,87,19
2024-01-06,05:15:00,"2024-01-06 05:15:00",05F0055N,05F0001N,81.5,29
2024-01-06,05:20:00,"2024-01-06 05:20:00",05F0055N,05F0001N,90.5,10
2024-01-06,05:25:00,"2024-01-06 05:25:00",05F0055N,05F0001N,88,28
2024-01-06,05:30:00,"2024-01-06 05:30:00",05F0055N,05F0001N,93,26
2024-01-06,05:35:00,"2024-01-06 05:35:00",05F0055N,05F0001N,91.5,22
2024-01-06,05:40:00,"2024-01-06 05:40:00",05F0055N,05F0001N,85.66666666666667,36
2024-01-06,05:45:00,"2024-01-06 05:45:00",05F0055N,05F0001N,84.33333333333333,26
2024-01-06,05:50:00,"2024-01-06 05:50:00",05F0055N,05F0001N,84,40
2024-01-06,05:55:00,"2024-01-06 05:55:00",05F0055N,05F0001N,88,28
2024-01-06,06:00:00,"2024-01-06 06:00:00",05F0055N,05F0001N,91.5,22
2024-01-06,06:05:00,"2024-01-06 06:05:00",05F0055N,05F0001N,85,28
2024-01-06,06:10:00,"2024-01-06 06:10:00",05F0055N,05F0001N,88.33333333333333,38
2024-01-06,06:15:00,"2024-01-06 06:15:00",05F0055N,05F0001N,86,31
2024-01-06,06:20:00,"2024-01-06 06:20:00",05F0055N,05F0001N,83,43
2024-01-06,06:25:00,"2024-01-06 06:25:00",05F0055N,05F0001N,84.33333333333333,40
2024-01-06,06:30:00,"2024-01-06 06:30:00",05F0055N,05F0001N,88.66666666666667,68
2024-01-06,06:35:00,"2024-01-06 06:35:00",05F0055N,05F0001N,85.66666666666667,60
2024-01-06,06:40:00,"2024-01-06 06:40:00",05F0055N,05F0001N,87.33333333333333,55
2024-01-06,06:45:00,"2024-01-06 06:45:00",05F0055N,05F0001N,86.33333333333333,69
2024-01-06,06:50:00,"2024-01-06 06:50:00",05F0055N,05F0001N,85,60
2024-01-06,06:55:00,"2024-01-06 06:55:00",05F0055N,05F0001N,86,85
2024-01-06,07:00:00,"2024-01-06 07:00:00",05F0055N,05F0001N,86,58
2024-01-06,07:05:00,"2024-01-06 07:05:00",05F0055N,05F0001N,86,85
2024-01-06,07:10:00,"2024-01-06 07:10:00",05F0055N,05F0001N,84.33333333333333,71
2024-01-06,07:15:00,"2024-01-06 07:15:00",05F0055N,05F0001N,83.33333333333333,101
2024-01-06,07:20:00,"2024-01-06 07:20:00",05F0055N,05F0001N,86,86
2024-01-06,07:25:00,"2024-01-06 07:25:00",05F0055N,05F0001N,83,91
2024-01-06,07:30:00,"2024-01-06 07:30:00",05F0055N,05F0001N,82.33333333333333,84
2024-01-06,07:35:00,"2024-01-06 07:35:00",05F0055N,05F0001N,81,96
2024-01-06,07:40:00,"2024-01-06 07:40:00",05F0055N,05F0001N,88,106
2024-01-06,07:45:00,"2024-01-06 07:45:00",05F0055N,05F0001N,69.33333333333333,107
2024-01-06,07:50:00,"2024-01-06 07:50:00",05F0055N,05F0001N,84,119
2024-01-06,07:55:00,"2024-01-06 07:55:00",05F0055N,05F0001N,85.33333333333333,64
2024-01-06,08:00:00,"2024-01-06 08:00:00",05F0055N,05F0001N,82.33333333333333,111
2024-01-06,08:05:00,"2024-01-06 08:05:00",05F0055N,05F0001N,82.33333333333333,78
2024-01-06,08:10:00,"2024-01-06 08:10:00",05F0055N,05F0001N,82.33333333333333,110
2024-01-06,08:15:00,"2024-01-06 08:15:00",05F0055N,05F0001N,83.33333333333333,121
2024-01-06,08:20:00,"2024-01-06 08:20:00",05F0055N,05F0001N,82.33333333333333,117
2024-01-06,08:25:00,"2024-01-06 08:25:00",05F0055N,05F0001N,80,78
2024-01-06,08:30:00,"2024-01-06 08:30:00",05F0055N,05F0001N,82.33333333333333,99
2024-01-06,08:35:00,"2024-01-06 08:35:00",05F0055N,05F0001N,86,88
2024-01-06,08:40:00,"2024-01-06 08:40:00",05F0055N,05F0001N,83,95
2024-01-06,08:45:00,"2024-01-06 08:45:00",05F0055N,05F0001N,82,122
2024-01-06,08:50:00,"2024-01-06 08:50:00",05F0055N,05F0001N,83.66666666666667,111
2024-01-06,08:55:00,"2024-01-06 08:55:00",05F0055N,05F0001N,79.66666666666667,123
2024-01-06,09:00:00,"2024-01-06 09:00:00",05F0055N,05F0001N,81,106
2024-01-06,09:05:00,"2024-01-06 09:05:00",05F0055N,05F0001N,79.66666666666667,128
2024-01-06,09:10:00,"2024-01-06 09:10:00",05F0055N,05F0001N,80.5,133
2024-01-06,09:15:00,"2024-01-06 09:15:00",05F0055N,05F0001N,82,118
2024-01-06,09:20:00,"2024-01-06 09:20:00",05F0055N,05F0001N,80.33333333333333,119
2024-01-06,09:25:00,"2024-01-06 09:25:00",05F0055N,05F0001N,83.66666666666667,80
2024-01-06,09:30:00,"2024-01-06 09:30:00",05F0055N,05F0001N,81,122
2024-01-06,09:35:00,"2024-01-06 09:35:00",05F0055N,05F0001N,81.66666666666667,119
2024-01-06,09:40:00,"2024-01-06 09:40:00",05F0055N,05F0001N,79.66666666666667,132
2024-01-06,09:45:00,"2024-01-06 09:45:00",05F0055N,05F0001N,82,120
2024-01-06,09:50:00,"2024-01-06 09:50:00",05F0055N,05F0001N,78.33333333333333,119
2024-01-06,09:55:00,"2024-01-06 09:55:00",05F0055N,05F0001N,79,148
2024-01-06,10:00:00,"2024-01-06 10:00:00",05F0055N,05F0001N,83.66666666666667,118
2024-01-06,10:05:00,"2024-01-06 10:05:00",05F0055N,05F0001N,80,145
2024-01-06,10:10:00,"2024-01-06 10:10:00",05F0055N,05F0001N,80,113
2024-01-06,10:15:00,"2024-01-06 10:15:00",05F0055N,05F0001N,81,153
2024-01-06,10:20:00,"2024-01-06 10:20:00",05F0055N,05F0001N,82.33333333333333,124
2024-01-06,10:25:00,"2024-01-06 10:25:00",05F0055N,05F0001N,79.33333333333333,161
2024-01-06,10:30:00,"2024-01-06 10:30:00",05F0055N,05F0001N,81,131
2024-01-06,10:35:00,"2024-01-06 10:35:00",05F0055N,05F0001N,77.66666666666667,132
2024-01-06,10:40:00,"2024-01-06 10:40:00",05F0055N,05F0001N,76.33333333333333,153
2024-01-06,10:45:00,"2024-01-06 10:45:00",05F0055N,05F0001N,78.66666666666667,155
2024-01-06,10:50:00,"2024-01-06 10:50:00",05F0055N,05F0001N,77.66666666666667,140
2024-01-06,10:55:00,"2024-01-06 10:55:00",05F0055N,05F0001N,77.66666666666667,156
2024-01-06,11:00:00,"2024-01-06 11:00:00",05F0055N,05F0001N,80,121
2024-01-06,11:05:00,"2024-01-06 11:05:00",05F0055N,05F0001N,79.66666666666667,159
2024-01-06,11:10:00,"2024-01-06 11:10:00",05F0055N,05F0001N,80.5,144
2024-01-06,11:15:00,"2024-01-06 11:15:00",05F0055N,05F0001N,80,153
2024-01-06,11:20:00,"2024-01-06 11:20:00",05F0055N,05F0001N,78.66666666666667,155
2024-01-06,11:25:00,"2024-01-06 11:25:00",05F0055N,05F0001N,77.66666666666667,179
2024-01-06,11:30:00,"2024-01-06 11:30:00",05F0055N,05F0001N,78.66666666666667,146
2024-01-06,11:35:00,"2024-01-06 11:35:00",05F0055N,05F0001N,76.66666666666667,165
2024-01-06,11:40:00,"2024-01-06 11:40:00",05F0055N,05F0001N,81,121
2024-01-06,11:45:00,"2024-01-06 11:45:00",05F0055N,05F0001N,81,117
2024-01-06,11:50:00,"2024-01-06 11:50:00",05F0055N,05F0001N,76.66666666666667,131
2024-01-06,11:55:00,"2024-01-06 11:55:00",05F0055N,05F0001N,78.66666666666667,147
2024-01-06,12:00:00,"2024-01-06 12:00:00",05F0055N,05F0001N,80,131
2024-01-06,12:05:00,"2024-01-06 12:05:00",05F0055N,05F0001N,80.5,117
2024-01-06,12:10:00,"2024-01-06 12:10:00",05F0055N,05F0001N,79.33333333333333,134
2024-01-06,12:15:00,"2024-01-06 12:15:00",05F0055N,05F0001N,81,129
2024-01-06,12:20:00,"2024-01-06 12:20:00",05F0055N,05F0001N,79,137
2024-01-06,12:25:00,"2024-01-06 12:25:00",05F0055N,05F0001N,81,133
2024-01-06,12:30:00,"2024-01-06 12:30:00",05F0055N,05F0001N,81,126
2024-01-06,12:35:00,"2024-01-06 12:35:00",05F0055N,05F0001N,79,118
2024-01-06,12:40:00,"2024-01-06 12:40:00",05F0055N,05F0001N,77.66666666666667,137
2024-01-06,12:45:00,"2024-01-06 12:45:00",05F0055N,05F0001N,79.66666666666667,117
2024-01-06,12:50:00,"2024-01-06 12:50:00",05F0055N,05F0001N,76.66666666666667,157
2024-01-06,12:55:00,"2024-01-06 12:55:00",05F0055N,05F0001N,77.66666666666667,113
2024-01-06,13:00:00,"2024-01-06 13:00:00",05F0055N,05F0001N,76.66666666666667,143
2024-01-06,13:05:00,"2024-01-06 13:05:00",05F0055N,05F0001N,80,135
2024-01-06,13:10:00,"2024-01-06 13:10:00",05F0055N,05F0001N,80.75,152
2024-01-06,13:15:00,"2024-01-06 13:15:00",05F0055N,05F0001N,79.33333333333333,134
2024-01-06,13:20:00,"2024-01-06 13:20:00",05F0055N,05F0001N,74.33333333333333,157
2024-01-06,13:25:00,"2024-01-06 13:25:00",05F0055N,05F0001N,78.33333333333333,151
2024-01-06,13:30:00,"2024-01-06 13:30:00",05F0055N,05F0001N,80.66666666666667,121
2024-01-06,13:35:00,"2024-01-06 13:35:00",05F0055N,05F0001N,79.66666666666667,127
2024-01-06,13:40:00,"2024-01-06 13:40:00",05F0055N,05F0001N,77.66666666666667,126
2024-01-06,13:45:00,"2024-01-06 13:45:00",05F0055N,05F0001N,80,146
2024-01-06,13:50:00,"2024-01-06 13:50:00",05F0055N,05F0001N,77.66666666666667,127
2024-01-06,13:55:00,"2024-01-06 13:55:00",05F0055N,05F0001N,77.66666666666667,155
2024-01-06,14:00:00,"2024-01-06 14:00:00",05F0055N,05F0001N,77.66666666666667,138
2024-01-06,14:05:00,"2024-01-06 14:05:00",05F0055N,05F0001N,78.33333333333333,163
2024-01-06,14:10:00,"2024-01-06 14:10:00",05F0055N,05F0001N,78.33333333333333,160
2024-01-06,14:15:00,"2024-01-06 14:15:00",05F0055N,05F0001N,77,157
2024-01-06,14:20:00,"2024-01-06 14:20:00",05F0055N,05F0001N,77.66666666666667,147
2024-01-06,14:25:00,"2024-01-06 14:25:00",05F0055N,05F0001N,71.66666666666667,184
2024-01-06,14:30:00,"2024-01-06 14:30:00",05F0055N,05F0001N,75.66666666666667,143
2024-01-06,14:35:00,"2024-01-06 14:35:00",05F0055N,05F0001N,72.66666666666667,171
2024-01-06,14:40:00,"2024-01-06 14:40:00",05F0055N,05F0001N,75,175
2024-01-06,14:45:00,"2024-01-06 14:45:00",05F0055N,05F0001N,74,166
2024-01-06,14:50:00,"2024-01-06 14:50:00",05F0055N,05F0001N,73,177
2024-01-06,14:55:00,"2024-01-06 14:55:00",05F0055N,05F0001N,77.66666666666667,146
2024-01-06,15:00:00,"2024-01-06 15:00:00",05F0055N,05F0001N,75,193
2024-01-06,15:05:00,"2024-01-06 15:05:00",05F0055N,05F0001N,75,171
2024-01-06,15:10:00,"2024-01-06 15:10:00",05F0055N,05F0001N,75,165
2024-01-06,15:15:00,"2024-01-06 15:15:00",05F0055N,05F0001N,73,152
2024-01-06,15:20:00,"2024-01-06 15:20:00",05F0055N,05F0001N,69.33333333333333,174
2024-01-06,15:25:00,"2024-01-06 15:25:00",05F0055N,05F0001N,74.33333333333333,174
2024-01-06,15:30:00,"2024-01-06 15:30:00",05F0055N,05F0001N,74.33333333333333,174
2024-01-06,15:35:00,"2024-01-06 15:35:00",05F0055N,05F0001N,75,181
2024-01-06,15:40:00,"2024-01-06 15:40:00",05F0055N,05F0001N,72.33333333333333,157
2024-01-06,15:45:00,"2024-01-06 15:45:00",05F0055N,05F0001N,77.66666666666667,174
2024-01-06,15:50:00,"2024-01-06 15:50:00",05F0055N,05F0001N,74,172
2024-01-06,15:55:00,"2024-01-06 15:55:00",05F0055N,05F0001N,74,179
2024-01-06,16:00:00,"2024-01-06 16:00:00",05F0055N,05F0001N,71.66666666666667,191
2024-01-06,16:05:00,"2024-01-06 16:05:00",05F0055N,05F0001N,73.33333333333333,161
2024-01-06,16:10:00,"2024-01-06 16:10:00",05F0055N,05F0001N,75,158
2024-01-06,16:15:00,"2024-01-06 16:15:00",05F0055N,05F0001N,71.33333333333333,198
2024-01-06,16:20:00,"2024-01-06 16:20:00",05F0055N,05F0001N,66.66666666666667,180
2024-01-06,16:25:00,"2024-01-06 16:25:00",05F0055N,05F0001N,66.66666666666667,180
2024-01-06,16:30:00,"2024-01-06 16:30:00",05F0055N,05F0001N,64,170
2024-01-06,16:35:00,"2024-01-06 16:35:00",05F0055N,05F0001N,49.25,188
2024-01-06,16:40:00,"2024-01-06 16:40:00",05F0055N,05F0001N,61,191
2024-01-06,16:45:00,"2024-01-06 16:45:00",05F0055N,05F0001N,66.66666666666667,193
2024-01-06,16:50:00,"2024-01-06 16:50:00",05F0055N,05F0001N,74,180
2024-01-06,16:55:00,"2024-01-06 16:55:00",05F0055N,05F0001N,71,184
2024-01-06,17:00:00,"2024-01-06 17:00:00",05F0055N,05F0001N,74,174
2024-01-06,17:05:00,"2024-01-06 17:05:00",05F0055N,05F0001N,70.66666666666667,193
2024-01-06,17:10:00,"2024-01-06 17:10:00",05F0055N,05F0001N,75,175
2024-01-06,17:15:00,"2024-01-06 17:15:00",05F0055N,05F0001N,72,174
2024-01-06,17:20:00,"2024-01-06 17:20:00",05F0055N,05F0001N,72.33333333333333,199
2024-01-06,17:25:00,"2024-01-06 17:25:00",05F0055N,05F0001N,75,160
2024-01-06,17:30:00,"2024-01-06 17:30:00",05F0055N,05F0001N,70.66666666666667,166
2024-01-06,17:35:00,"2024-01-06 17:35:00",05F0055N,05F0001N,69.33333333333333,201
2024-01-06,17:40:00,"2024-01-06 17:40:00",05F0055N,05F0001N,72,171
2024-01-06,17:45:00,"2024-01-06 17:45:00",05F0055N,05F0001N,73,183
2024-01-06,17:50:00,"2024-01-06 17:50:00",05F0055N,05F0001N,59.75,162
2024-01-06,17:55:00,"2024-01-06 17:55:00",05F0055N,05F0001N,67.33333333333333,189
2024-01-06,18:00:00,"2024-01-06 18:00:00",05F0055N,05F0001N,66.33333333333333,193
2024-01-06,18:05:00,"2024-01-06 18:05:00",05F0055N,05F0001N,66.66666666666667,191
2024-01-06,18:10:00,"2024-01-06 18:10:00",05F0055N,05F0001N,66.66666666666667,182
2024-01-06,18:15:00,"2024-01-06 18:15:00",05F0055N,05F0001N,74,155
2024-01-06,18:20:00,"2024-01-06 18:20:00",05F0055N,05F0001N,70.66666666666667,188
2024-01-06,18:25:00,"2024-01-06 18:25:00",05F0055N,05F0001N,77.66666666666667,175
2024-01-06,18:30:00,"2024-01-06 18:30:00",05F0055N,05F0001N,75,144
2024-01-06,18:35:00,"2024-01-06 18:35:00",05F0055N,05F0001N,75.66666666666667,145
2024-01-06,18:40:00,"2024-01-06 18:40:00",05F0055N,05F0001N,72.66666666666667,180
2024-01-06,18:45:00,"2024-01-06 18:45:00",05F0055N,05F0001N,74,172
2024-01-06,18:50:00,"2024-01-06 18:50:00",05F0055N,05F0001N,72.33333333333333,171
2024-01-06,18:55:00,"2024-01-06 18:55:00",05F0055N,05F0001N,74,180
2024-01-06,19:00:00,"2024-01-06 19:00:00",05F0055N,05F0001N,68.66666666666667,180
2024-01-06,19:05:00,"2024-01-06 19:05:00",05F0055N,05F0001N,75,167
2024-01-06,19:10:00,"2024-01-06 19:10:00",05F0055N,05F0001N,76.33333333333333,157
2024-01-06,19:15:00,"2024-01-06 19:15:00",05F0055N,05F0001N,74,173
2024-01-06,19:20:00,"2024-01-06 19:20:00",05F0055N,05F0001N,78.33333333333333,150
2024-01-06,19:25:00,"2024-01-06 19:25:00",05F0055N,05F0001N,76.33333333333333,186
2024-01-06,19:30:00,"2024-01-06 19:30:00",05F0055N,05F0001N,78.33333333333333,128
2024-01-06,19:35:00,"2024-01-06 19:35:00",05F0055N,05F0001N,74,157
2024-01-06,19:40:00,"2024-01-06 19:40:00",05F0055N,05F0001N,74,152
2024-01-06,19:45:00,"2024-01-06 19:45:00",05F0055N,05F0001N,77.66666666666667,144
2024-01-06,19:50:00,"2024-01-06 19:50:00",05F0055N,05F0001N,74,213
2024-01-06,19:55:00,"2024-01-06 19:55:00",05F0055N,05F0001N,75,152
2024-01-06,20:00:00,"2024-01-06 20:00:00",05F0055N,05F0001N,78.33333333333333,156
2024-01-06,20:05:00,"2024-01-06 20:05:00",05F0055N,05F0001N,73.33333333333333,179
2024-01-06,20:10:00,"2024-01-06 20:10:00",05F0055N,05F0001N,76.33333333333333,192
2024-01-06,20:15:00,"2024-01-06 20:15:00",05F0055N,05F0001N,78.66666666666667,138
2024-01-06,20:20:00,"2024-01-06 20:20:00",05F0055N,05F0001N,79,156
2024-01-06,20:25:00,"2024-01-06 20:25:00",05F0055N,05F0001N,77,113
2024-01-06,20:30:00,"2024-01-06 20:30:00",05F0055N,05F0001N,80,108
2024-01-06,20:35:00,"2024-01-06 20:35:00",05F0055N,05F0001N,80.5,86
2024-01-06,20:40:00,"2024-01-06 20:40:00",05F0055N,05F0001N,82,92
2024-01-06,20:45:00,"2024-01-06 20:45:00",05F0055N,05F0001N,78,123
2024-01-06,20:50:00,"2024-01-06 20:50:00",05F0055N,05F0001N,77,136
2024-01-06,20:55:00,"2024-01-06 20:55:00",05F0055N,05F0001N,79,143
2024-01-06,21:00:00,"2024-01-06 21:00:00",05F0055N,05F0001N,75,181
2024-01-06,21:05:00,"2024-01-06 21:05:00",05F0055N,05F0001N,75,172
2024-01-06,21:10:00,"2024-01-06 21:10:00",05F0055N,05F0001N,75,167
2024-01-06,21:15:00,"2024-01-06 21:15:00",05F0055N,05F0001N,79.33333333333333,171
2024-01-06,21:20:00,"2024-01-06 21:20:00",05F0055N,05F0001N,73.25,155
2024-01-06,21:25:00,"2024-01-06 21:25:00",05F0055N,05F0001N,75,190
2024-01-06,21:30:00,"2024-01-06 21:30:00",05F0055N,05F0001N,74.33333333333333,192
2024-01-06,21:35:00,"2024-01-06 21:35:00",05F0055N,05F0001N,75.25,186
2024-01-06,21:40:00,"2024-01-06 21:40:00",05F0055N,05F0001N,75,166
2024-01-06,21:45:00,"2024-01-06 21:45:00",05F0055N,05F0001N,75.66666666666667,218
2024-01-06,21:50:00,"2024-01-06 21:50:00",05F0055N,05F0001N,78,172
2024-01-06,21:55:00,"2024-01-06 21:55:00",05F0055N,05F0001N,79.33333333333333,107
2024-01-06,22:00:00,"2024-01-06 22:00:00",05F0055N,05F0001N,79.33333333333333,111
2024-01-06,22:05:00,"2024-01-06 22:05:00",05F0055N,05F0001N,81,127
2024-01-06,22:10:00,"2024-01-06 22:10:00",05F0055N,05F0001N,79.33333333333333,132
2024-01-06,22:15:00,"2024-01-06 22:15:00",05F0055N,05F0001N,81,95
2024-01-06,22:20:00,"2024-01-06 22:20:00",05F0055N,05F0001N,81,149
2024-01-06,22:25:00,"2024-01-06 22:25:00",05F0055N,05F0001N,84,69
2024-01-06,22:30:00,"2024-01-06 22:30:00",05F0055N,05F0001N,77.66666666666667,149
2024-01-06,22:35:00,"2024-01-06 22:35:00",05F0055N,05F0001N,80,94
2024-01-06,22:40:00,"2024-01-06 22:40:00",05F0055N,05F0001N,81,101
2024-01-06,22:45:00,"2024-01-06 22:45:00",05F0055N,05F0001N,81,116
2024-01-06,22:50:00,"2024-01-06 22:50:00",05F0055N,05F0001N,82.33333333333333,92
2024-01-06,22:55:00,"2024-01-06 22:55:00",05F0055N,05F0001N,88,65
2024-01-06,23:00:00,"2024-01-06 23:00:00",05F0055N,05F0001N,78,103
2024-01-06,23:05:00,"2024-01-06 23:05:00",05F0055N,05F0001N,84.66666666666667,85
2024-01-06,23:10:00,"2024-01-06 23:10:00",05F0055N,05F0001N,81,109
2024-01-06,23:15:00,"2024-01-06 23:15:00",05F0055N,05F0001N,84,84
2024-01-06,23:20:00,"2024-01-06 23:20:00",05F0055N,05F0001N,82,92
2024-01-06,23:25:00,"2024-01-06 23:25:00",05F0055N,05F0001N,83.33333333333333,74
2024-01-06,23:30:00,"2024-01-06 23:30:00",05F0055N,05F0001N,85.33333333333333,64
2024-01-06,23:35:00,"2024-01-06 23:35:00",05F0055N,05F0001N,81.66666666666667,77
2024-01-06,23:40:00,"2024-01-06 23:40:00",05F0055N,05F0001N,82.33333333333333,57
2024-01-06,23:45:00,"2024-01-06 23:45:00",05F0055N,05F0001N,83,79
2024-01-06,23:50:00,"2024-01-06 23:50:00",05F0055N,05F0001N,81.5,60
2024-01-06,23:55:00,"2024-01-06 23:55:00",05F0055N,05F0001N,84,64
2024-01-07,00:00:00,"2024-01-07 00:00:00",05F0055N,05F0001N,84,57
2024-01-07,00:05:00,"2024-01-07 00:05:00",05F0055N,05F0001N,88,44
2024-01-07,00:10:00,"2024-01-07 00:10:00",05F0055N,05F0001N,86,50
2024-01-07,00:15:00,"2024-01-07 00:15:00",05F0055N,05F0001N,85,59
2024-01-07,00:20:00,"2024-01-07 00:20:00",05F0055N,05F0001N,86,50
2024-01-07,00:25:00,"2024-01-07 00:25:00",05F0055N,05F0001N,86,39
2024-01-07,00:30:00,"2024-01-07 00:30:00",05F0055N,05F0001N,89,46
2024-01-07,00:35:00,"2024-01-07 00:35:00",05F0055N,05F0001N,85,50
2024-01-07,00:40:00,"2024-01-07 00:40:00",05F0055N,05F0001N,84,29
2024-01-07,00:45:00,"2024-01-07 00:45:00",05F0055N,05F0001N,86,54
2024-01-07,00:50:00,"2024-01-07 00:50:00",05F0055N,05F0001N,82,36
2024-01-07,00:55:00,"2024-01-07 00:55:00",05F0055N,05F0001N,86,44
2024-01-07,01:00:00,"2024-01-07 01:00:00",05F0055N,05F0001N,86,29
2024-01-07,01:05:00,"2024-01-07 01:05:00",05F0055N,05F0001N,86,37
2024-01-07,01:10:00,"2024-01-07 01:10:00",05F0055N,05F0001N,86,23
2024-01-07,01:15:00,"2024-01-07 01:15:00",05F0055N,05F0001N,86,37
2024-01-07,01:20:00,"2024-01-07 01:20:00",05F0055N,05F0001N,88,43
