Date(TimeStamp),Time(TimeStamp),TimeStamp,GantryFrom,GantryTo,avg(Speed),sum(Volume)
2025-01-04,02:40:00,"2025-01-04 02:40:00",05F0287N,05F0055N,84,15
2025-01-04,02:45:00,"2025-01-04 02:45:00",05F0287N,05F0055N,85,12
2025-01-04,02:50:00,"2025-01-04 02:50:00",05F0287N,05F0055N,80.5,16
2025-01-04,02:55:00,"2025-01-04 02:55:00",05F0287N,05F0055N,85,25
2025-01-04,03:00:00,"2025-01-04 03:00:00",05F0287N,05F0055N,83,23
2025-01-04,03:05:00,"2025-01-04 03:05:00",05F0287N,05F0055N,86,14
2025-01-04,03:10:00,"2025-01-04 03:10:00",05F0287N,05F0055N,84.33333333333333,18
2025-01-04,03:15:00,"2025-01-04 03:15:00",05F0287N,05F0055N,86,24
2025-01-04,03:20:00,"2025-01-04 03:20:00",05F0287N,05F0055N,88,24
2025-01-04,03:25:00,"2025-01-04 03:25:00",05F0287N,05F0055N,88,8
2025-01-04,03:30:00,"2025-01-04 03:30:00",05F0287N,05F0055N,82.5,24
2025-01-04,03:35:00,"2025-01-04 03:35:00",05F0287N,05F0055N,84,23
2025-01-04,03:40:00,"2025-01-04 03:40:00",05F0287N,05F0055N,86,14
2025-01-04,03:45:00,"2025-01-04 03:45:00",05F0287N,05F0055N,87,15
2025-01-04,03:50:00,"2025-01-04 03:50:00",05F0287N,05F0055N,88,12
2025-01-04,03:55:00,"2025-01-04 03:55:00",05F0287N,05F0055N,83,26
2025-01-04,04:00:00,"2025-01-04 04:00:00",05F0287N,05F0055N,86,14
2025-01-04,04:05:00,"2025-01-04 04:05:00",05F0287N,05F0055N,84,22
2025-01-04,04:10:00,"2025-01-04 04:10:00",05F0287N,05F0055N,88,8
2025-01-04,04:15:00,"2025-01-04 04:15:00",05F0287N,05F0055N,86,19
2025-01-04,04:20:00,"2025-01-04 04:20:00",05F0287N,05F0055N,86,19
2025-01-04,04:25:00,"2025-01-04 04:25:00",05F0287N,05F0055N,84,20
2025-01-04,04:30:00,"2025-01-04 04:30:00",05F0287N,05F0055N,87,17
2025-01-04,04:35:00,"2025-01-04 04:35:00",05F0287N,05F0055N,82,13
2025-01-04,04:40:00,"2025-01-04 04:40:00",05F0287N,05F0055N,85,15
2025-01-04,04:45:00,"2025-01-04 04:45:00",05F0287N,05F0055N,86,27
2025-01-04,04:50:00,"2025-01-04 04:50:00",05F0287N,05F0055N,88,18
2025-01-04,04:55:00,"2025-01-04 04:55:00",05F0287N,05F0055N,84,16
2025-01-04,05:00:00,"2025-01-04 05:00:00",05F0287N,05F0055N,86,11
2025-01-04,05:05:00,"2025-01-04 05:05:00",05F0287N,05F0055N,84,28
2025-01-04,05:10:00,"2025-01-04 05:10:00",05F0287N,05F0055N,87,17
2025-01-04,05:15:00,"2025-01-04 05:15:00",05F0287N,05F0055N,86,22
2025-01-04,05:20:00,"2025-01-04 05:20:00",05F0287N,05F0055N,86,14
2025-01-04,05:25:00,"2025-01-04 05:25:00",05F0287N,05F0055N,86.66666666666667,21
2025-01-04,05:30:00,"2025-01-04 05:30:00",05F0287N,05F0055N,82,20
2025-01-04,05:35:00,"2025-01-04 05:35:00",05F0287N,05F0055N,82.33333333333333,29
2025-01-04,05:40:00,"2025-01-04 05:40:00",05F0287N,05F0055N,89,24
2025-01-04,05:45:00,"2025-01-04 05:45:00",05F0287N,05F0055N,88,24
2025-01-04,05:50:00,"2025-01-04 05:50:00",05F0287N,05F0055N,86,21
2025-01-04,05:55:00,"2025-01-04 05:55:00",05F0287N,05F0055N,88,30
2025-01-04,06:00:00,"2025-01-04 06:00:00",05F0287N,05F0055N,86,38
2025-01-04,06:05:00,"2025-01-04 06:05:00",05F0287N,05F0055N,86.66666666666667,32
2025-01-04,06:10:00,"2025-01-04 06:10:00",05F0287N,05F0055N,86.66666666666667,46
2025-01-04,06:15:00,"2025-01-04 06:15:00",05F0287N,05F0055N,86,40
2025-01-04,06:20:00,"2025-01-04 06:20:00",05F0287N,05F0055N,84.66666666666667,46
2025-01-04,06:25:00,"2025-01-04 06:25:00",05F0287N,05F0055N,83.66666666666667,58
2025-01-04,06:30:00,"2025-01-04 06:30:00",05F0287N,05F0055N,86,43
2025-01-04,06:35:00,"2025-01-04 06:35:00",05F0287N,05F0055N,84.66666666666667,59
2025-01-04,06:40:00,"2025-01-04 06:40:00",05F0287N,05F0055N,77.66666666666667,45
2025-01-04,06:45:00,"2025-01-04 06:45:00",05F0287N,05F0055N,84.66666666666667,67
2025-01-04,06:50:00,"2025-01-04 06:50:00",05F0287N,05F0055N,84.33333333333333,70
2025-01-04,06:55:00,"2025-01-04 06:55:00",05F0287N,05F0055N,84.66666666666667,83
2025-01-04,07:00:00,"2025-01-04 07:00:00",05F0287N,05F0055N,84.66666666666667,72
2025-01-04,07:05:00,"2025-01-04 07:05:00",05F0287N,05F0055N,84.66666666666667,97
2025-01-04,07:10:00,"2025-01-04 07:10:00",05F0287N,05F0055N,81,86
2025-01-04,07:15:00,"2025-01-04 07:15:00",05F0287N,05F0055N,83,103
2025-01-04,07:20:00,"2025-01-04 07:20:00",05F0287N,05F0055N,82.33333333333333,101
2025-01-04,07:25:00,"2025-01-04 07:25:00",05F0287N,05F0055N,83.33333333333333,110
2025-01-04,07:30:00,"2025-01-04 07:30:00",05F0287N,05F0055N,81,106
2025-01-04,07:35:00,"2025-01-04 07:35:00",05F0287N,05F0055N,82.33333333333333,105
2025-01-04,07:40:00,"2025-01-04 07:40:00",05F0287N,05F0055N,83.33333333333333,80
2025-01-04,07:45:00,"2025-01-04 07:45:00",05F0287N,05F0055N,86,71
2025-01-04,07:50:00,"2025-01-04 07:50:00",05F0287N,05F0055N,83.33333333333333,91
2025-01-04,07:55:00,"2025-01-04 07:55:00",05F0287N,05F0055N,86,85
2025-01-04,08:00:00,"2025-01-04 08:00:00",05F0287N,05F0055N,83,82
2025-01-04,08:05:00,"2025-01-04 08:05:00",05F0287N,05F0055N,84.66666666666667,83
2025-01-04,08:10:00,"2025-01-04 08:10:00",05F0287N,05F0055N,81.66666666666667,84
2025-01-04,08:15:00,"2025-01-04 08:15:00",05F0287N,05F0055N,84.66666666666667,96
2025-01-04,08:20:00,"2025-01-04 08:20:00",05F0287N,05F0055N,83.33333333333333,84
2025-01-04,08:25:00,"2025-01-04 08:25:00",05F0287N,05F0055N,81,96
2025-01-04,08:30:00,"2025-01-04 08:30:00",05F0287N,05F0055N,80.33333333333333,96
2025-01-04,08:35:00,"2025-01-04 08:35:00",05F0287N,05F0055N,80.33333333333333,97
2025-01-04,08:40:00,"2025-01-04 08:40:00",05F0287N,05F0055N,79.66666666666667,127
2025-01-04,08:45:00,"2025-01-04 08:45:00",05F0287N,05F0055N,81,104
2025-01-04,08:50:00,"2025-01-04 08:50:00",05F0287N,05F0055N,82,91
2025-01-04,08:55:00,"2025-01-04 08:55:00",05F0287N,05F0055N,81.66666666666667,115
2025-01-04,09:00:00,"2025-01-04 09:00:00",05F0287N,05F0055N,81.66666666666667,83
2025-01-04,09:05:00,"2025-01-04 09:05:00",05F0287N,05F0055N,79,145
2025-01-04,09:10:00,"2025-01-04 09:10:00",05F0287N,05F0055N,79,136
2025-01-04,09:15:00,"2025-01-04 09:15:00",05F0287N,05F0055N,81,116
2025-01-04,09:20:00,"2025-01-04 09:20:00",05F0287N,05F0055N,78.66666666666667,122
2025-01-04,09:25:00,"2025-01-04 09:25:00",05F0287N,05F0055N,82,107
2025-01-04,09:30:00,"2025-01-04 09:30:00",05F0287N,05F0055N,81.66666666666667,123
2025-01-04,09:35:00,"2025-01-04 09:35:00",05F0287N,05F0055N,82,108
2025-01-04,09:40:00,"2025-01-04 09:40:00",05F0287N,05F0055N,81.66666666666667,123
2025-01-04,09:45:00,"2025-01-04 09:45:00",05F0287N,05F0055N,82,105
2025-01-04,09:50:00,"2025-01-04 09:50:00",05F0287N,05F0055N,80,117
2025-01-04,09:55:00,"2025-01-04 09:55:00",05F0287N,05F0055N,77.66666666666667,122
2025-01-04,10:00:00,"2025-01-04 10:00:00",05F0287N,05F0055N,77,163
2025-01-04,10:05:00,"2025-01-04 10:05:00",05F0287N,05F0055N,79.66666666666667,153
2025-01-04,10:10:00,"2025-01-04 10:10:00",05F0287N,05F0055N,81,138
2025-01-04,10:15:00,"2025-01-04 10:15:00",05F0287N,05F0055N,79,153
2025-01-04,10:20:00,"2025-01-04 10:20:00",05F0287N,05F0055N,81,129
2025-01-04,10:25:00,"2025-01-04 10:25:00",05F0287N,05F0055N,79,132
2025-01-04,10:30:00,"2025-01-04 10:30:00",05F0287N,05F0055N,79,130
2025-01-04,10:35:00,"2025-01-04 10:35:00",05F0287N,05F0055N,76.66666666666667,133
2025-01-04,10:40:00,"2025-01-04 10:40:00",05F0287N,05F0055N,77.66666666666667,172
2025-01-04,10:45:00,"2025-01-04 10:45:00",05F0287N,05F0055N,76.33333333333333,137
2025-01-04,10:50:00,"2025-01-04 10:50:00",05F0287N,05F0055N,77.66666666666667,174
2025-01-04,10:55:00,"2025-01-04 10:55:00",05F0287N,05F0055N,74.33333333333333,141
2025-01-04,11:00:00,"2025-01-04 11:00:00",05F0287N,05F0055N,77.66666666666667,160
2025-01-04,11:05:00,"2025-01-04 11:05:00",05F0287N,05F0055N,75,141
2025-01-04,11:10:00,"2025-01-04 11:10:00",05F0287N,05F0055N,75,178
2025-01-04,11:15:00,"2025-01-04 11:15:00",05F0287N,05F0055N,79,138
2025-01-04,11:20:00,"2025-01-04 11:20:00",05F0287N,05F0055N,74,159
2025-01-04,11:25:00,"2025-01-04 11:25:00",05F0287N,05F0055N,79,156
2025-01-04,11:30:00,"2025-01-04 11:30:00",05F0287N,05F0055N,75,136
2025-01-04,11:35:00,"2025-01-04 11:35:00",05F0287N,05F0055N,75,183
2025-01-04,11:40:00,"2025-01-04 11:40:00",05F0287N,05F0055N,77.66666666666667,144
2025-01-04,11:45:00,"2025-01-04 11:45:00",05F0287N,05F0055N,75,152
2025-01-04,11:50:00,"2025-01-04 11:50:00",05F0287N,05F0055N,76.66666666666667,147
2025-01-04,11:55:00,"2025-01-04 11:55:00",05F0287N,05F0055N,79,150
2025-01-04,12:00:00,"2025-01-04 12:00:00",05F0287N,05F0055N,77.66666666666667,156
2025-01-04,12:05:00,"2025-01-04 12:05:00",05F0287N,05F0055N,75,138
2025-01-04,12:10:00,"2025-01-04 12:10:00",05F0287N,05F0055N,79,135
2025-01-04,12:15:00,"2025-01-04 12:15:00",05F0287N,05F0055N,77.66666666666667,143
2025-01-04,12:20:00,"2025-01-04 12:20:00",05F0287N,05F0055N,79.66666666666667,126
2025-01-04,12:25:00,"2025-01-04 12:25:00",05F0287N,05F0055N,77.66666666666667,137
2025-01-04,12:30:00,"2025-01-04 12:30:00",05F0287N,05F0055N,77.66666666666667,142
2025-01-04,12:35:00,"2025-01-04 12:35:00",05F0287N,05F0055N,79,152
2025-01-04,12:40:00,"2025-01-04 12:40:00",05F0287N,05F0055N,79,145
2025-01-04,12:45:00,"2025-01-04 12:45:00",05F0287N,05F0055N,77.66666666666667,148
2025-01-04,12:50:00,"2025-01-04 12:50:00",05F0287N,05F0055N,77,141
2025-01-04,12:55:00,"2025-01-04 12:55:00",05F0287N,05F0055N,79,101
2025-01-04,13:00:00,"2025-01-04 13:00:00",05F0287N,05F0055N,77.66666666666667,141
2025-01-04,13:05:00,"2025-01-04 13:05:00",05F0287N,05F0055N,75,134
2025-01-04,13:10:00,"2025-01-04 13:10:00",05F0287N,05F0055N,75,156
2025-01-04,13:15:00,"2025-01-04 13:15:00",05F0287N,05F0055N,77.66666666666667,143
2025-01-04,13:20:00,"2025-01-04 13:20:00",05F0287N,05F0055N,77.66666666666667,153
2025-01-04,13:25:00,"2025-01-04 13:25:00",05F0287N,05F0055N,79,150
2025-01-04,13:30:00,"2025-01-04 13:30:00",05F0287N,05F0055N,79,142
2025-01-04,13:35:00,"2025-01-04 13:35:00",05F0287N,05F0055N,77.66666666666667,103
2025-01-04,13:40:00,"2025-01-04 13:40:00",05F0287N,05F0055N,75.33333333333333,186
2025-01-04,13:45:00,"2025-01-04 13:45:00",05F0287N,05F0055N,77.66666666666667,166
2025-01-04,13:50:00,"2025-01-04 13:50:00",05F0287N,05F0055N,79,145
2025-01-04,13:55:00,"2025-01-04 13:55:00",05F0287N,05F0055N,76.33333333333333,144
2025-01-04,14:00:00,"2025-01-04 14:00:00",05F0287N,05F0055N,74,143
2025-01-04,14:05:00,"2025-01-04 14:05:00",05F0287N,05F0055N,75,172
2025-01-04,14:10:00,"2025-01-04 14:10:00",05F0287N,05F0055N,75,166
2025-01-04,14:15:00,"2025-01-04 14:15:00",05F0287N,05F0055N,78.33333333333333,148
2025-01-04,14:20:00,"2025-01-04 14:20:00",05F0287N,05F0055N,79,164
2025-01-04,14:25:00,"2025-01-04 14:25:00",05F0287N,05F0055N,76.33333333333333,145
2025-01-04,14:30:00,"2025-01-04 14:30:00",05F0287N,05F0055N,74,166
2025-01-04,14:35:00,"2025-01-04 14:35:00",05F0287N,05F0055N,74.33333333333333,172
2025-01-04,14:40:00,"2025-01-04 14:40:00",05F0287N,05F0055N,72,156
2025-01-04,14:45:00,"2025-01-04 14:45:00",05F0287N,05F0055N,72,169
2025-01-04,14:50:00,"2025-01-04 14:50:00",05F0287N,05F0055N,74,173
2025-01-04,14:55:00,"2025-01-04 14:55:00",05F0287N,05F0055N,75,143
2025-01-04,15:00:00,"2025-01-04 15:00:00",05F0287N,05F0055N,75,167
2025-01-04,15:05:00,"2025-01-04 15:05:00",05F0287N,05F0055N,74,177
2025-01-04,15:10:00,"2025-01-04 15:10:00",05F0287N,05F0055N,74,188
2025-01-04,15:15:00,"2025-01-04 15:15:00",05F0287N,05F0055N,75,177
2025-01-04,15:20:00,"2025-01-04 15:20:00",05F0287N,05F0055N,72,135
2025-01-04,15:25:00,"2025-01-04 15:25:00",05F0287N,05F0055N,69.33333333333333,187
2025-01-04,15:30:00,"2025-01-04 15:30:00",05F0287N,05F0055N,68,167
2025-01-04,15:35:00,"2025-01-04 15:35:00",05F0287N,05F0055N,72,188
2025-01-04,15:40:00,"2025-01-04 15:40:00",05F0287N,05F0055N,72,177
2025-01-04,15:45:00,"2025-01-04 15:45:00",05F0287N,05F0055N,72,160
2025-01-04,15:50:00,"2025-01-04 15:50:00",05F0287N,05F0055N,72,175
2025-01-04,15:55:00,"2025-01-04 15:55:00",05F0287N,05F0055N,75,176
2025-01-04,16:00:00,"2025-01-04 16:00:00",05F0287N,05F0055N,75,161
2025-01-04,16:05:00,"2025-01-04 16:05:00",05F0287N,05F0055N,74,183
2025-01-04,16:10:00,"2025-01-04 16:10:00",05F0287N,05F0055N,74,158
2025-01-04,16:15:00,"2025-01-04 16:15:00",05F0287N,05F0055N,72,172
2025-01-04,16:20:00,"2025-01-04 16:20:00",05F0287N,05F0055N,72,184
2025-01-04,16:25:00,"2025-01-04 16:25:00",05F0287N,05F0055N,75,158
2025-01-04,16:30:00,"2025-01-04 16:30:00",05F0287N,05F0055N,69.33333333333333,151
2025-01-04,16:35:00,"2025-01-04 16:35:00",05F0287N,05F0055N,65.33333333333333,173
2025-01-04,16:40:00,"2025-01-04 16:40:00",05F0287N,05F0055N,68,194
2025-01-04,16:45:00,"2025-01-04 16:45:00",05F0287N,05F0055N,72,191
2025-01-04,16:50:00,"2025-01-04 16:50:00",05F0287N,05F0055N,73.33333333333333,199
2025-01-04,16:55:00,"2025-01-04 16:55:00",05F0287N,05F0055N,75,171
2025-01-04,17:00:00,"2025-01-04 17:00:00",05F0287N,05F0055N,71.33333333333333,155
2025-01-04,17:05:00,"2025-01-04 17:05:00",05F0287N,05F0055N,70.66666666666667,157
2025-01-04,17:10:00,"2025-01-04 17:10:00",05F0287N,05F0055N,68,180
2025-01-04,17:15:00,"2025-01-04 17:15:00",05F0287N,05F0055N,68,184
2025-01-04,17:20:00,"2025-01-04 17:20:00",05F0287N,05F0055N,68,186
2025-01-04,17:25:00,"2025-01-04 17:25:00",05F0287N,05F0055N,72,187
2025-01-04,17:30:00,"2025-01-04 17:30:00",05F0287N,05F0055N,74,195
2025-01-04,17:35:00,"2025-01-04 17:35:00",05F0287N,05F0055N,77.66666666666667,158
2025-01-04,17:40:00,"2025-01-04 17:40:00",05F0287N,05F0055N,75,146
2025-01-04,17:45:00,"2025-01-04 17:45:00",05F0287N,05F0055N,77.66666666666667,138
2025-01-04,17:50:00,"2025-01-04 17:50:00",05F0287N,05F0055N,77.66666666666667,161
2025-01-04,17:55:00,"2025-01-04 17:55:00",05F0287N,05F0055N,79,131
2025-01-04,18:00:00,"2025-01-04 18:00:00",05F0287N,05F0055N,74,142
2025-01-04,18:05:00,"2025-01-04 18:05:00",05F0287N,05F0055N,75,203
2025-01-04,18:10:00,"2025-01-04 18:10:00",05F0287N,05F0055N,77.66666666666667,150
2025-01-04,18:15:00,"2025-01-04 18:15:00",05F0287N,05F0055N,75,153
2025-01-04,18:20:00,"2025-01-04 18:20:00",05F0287N,05F0055N,77.66666666666667,151
2025-01-04,18:25:00,"2025-01-04 18:25:00",05F0287N,05F0055N,77.66666666666667,145
2025-01-04,18:30:00,"2025-01-04 18:30:00",05F0287N,05F0055N,77.66666666666667,173
2025-01-04,18:35:00,"2025-01-04 18:35:00",05F0287N,05F0055N,76.33333333333333,134
2025-01-04,18:40:00,"2025-01-04 18:40:00",05F0287N,05F0055N,75,169
2025-01-04,18:45:00,"2025-01-04 18:45:00",05F0287N,05F0055N,76.33333333333333,152
2025-01-04,18:50:00,"2025-01-04 18:50:00",05F0287N,05F0055N,79,134
2025-01-04,18:55:00,"2025-01-04 18:55:00",05F0287N,05F0055N,76.33333333333333,153
2025-01-04,19:00:00,"2025-01-04 19:00:00",05F0287N,05F0055N,77.66666666666667,149
2025-01-04,19:05:00,"2025-01-04 19:05:00",05F0287N,05F0055N,77,167
2025-01-04,19:10:00,"2025-01-04 19:10:00",05F0287N,05F0055N,77.66666666666667,130
2025-01-04,19:15:00,"2025-01-04 19:15:00",05F0287N,05F0055N,75,158
2025-01-04,19:20:00,"2025-01-04 19:20:00",05F0287N,05F0055N,79,128
2025-01-04,19:25:00,"2025-01-04 19:25:00",05F0287N,05F0055N,79,140
2025-01-04,19:30:00,"2025-01-04 19:30:00",05F0287N,05F0055N,75,163
2025-01-04,19:35:00,"2025-01-04 19:35:00",05F0287N,05F0055N,79,136
2025-01-04,19:40:00,"2025-01-04 19:40:00",05F0287N,05F0055N,77.66666666666667,149
2025-01-04,19:45:00,"2025-01-04 19:45:00",05F0287N,05F0055N,79,146
2025-01-04,19:50:00,"2025-01-04 19:50:00",05F0287N,05F0055N,77.66666666666667,150
2025-01-04,19:55:00,"2025-01-04 19:55:00",05F0287N,05F0055N,75,159
2025-01-04,20:00:00,"2025-01-04 20:00:00",05F0287N,05F0055N,77.66666666666667,131
2025-01-04,20:05:00,"2025-01-04 20:05:00",05F0287N,05F0055N,75,162
2025-01-04,20:10:00,"2025-01-04 20:10:00",05F0287N,05F0055N,77.66666666666667,144
2025-01-04,20:15:00,"2025-01-04 20:15:00",05F0287N,05F0055N,74,182
2025-01-04,20:20:00,"2025-01-04 20:20:00",05F0287N,05F0055N,79,151
2025-01-04,20:25:00,"2025-01-04 20:25:00",05F0287N,05F0055N,76.33333333333333,124
2025-01-04,20:30:00,"2025-01-04 20:30:00",05F0287N,05F0055N,80,144
2025-01-04,20:35:00,"2025-01-04 20:35:00",05F0287N,05F0055N,77.66666666666667,146
2025-01-04,20:40:00,"2025-01-04 20:40:00",05F0287N,05F0055N,79,133
2025-01-04,20:45:00,"2025-01-04 20:45:00",05F0287N,05F0055N,77.66666666666667,155
2025-01-04,20:50:00,"2025-01-04 20:50:00",05F0287N,05F0055N,79.66666666666667,130
2025-01-04,20:55:00,"2025-01-04 20:55:00",05F0287N,05F0055N,78.33333333333333,120
2025-01-04,21:00:00,"2025-01-04 21:00:00",05F0287N,05F0055N,77.66666666666667,158
2025-01-04,21:05:00,"2025-01-04 21:05:00",05F0287N,05F0055N,77.66666666666667,133
2025-01-04,21:10:00,"2025-01-04 21:10:00",05F0287N,05F0055N,74,147
2025-01-04,21:15:00,"2025-01-04 21:15:00",05F0287N,05F0055N,79,174
2025-01-04,21:20:00,"2025-01-04 21:20:00",05F0287N,05F0055N,80,139
2025-01-04,21:25:00,"2025-01-04 21:25:00",05F0287N,05F0055N,77.66666666666667,122
2025-01-04,21:30:00,"2025-01-04 21:30:00",05F0287N,05F0055N,80,109
2025-01-04,21:35:00,"2025-01-04 21:35:00",05F0287N,05F0055N,75.66666666666667,165
2025-01-04,21:40:00,"2025-01-04 21:40:00",05F0287N,05F0055N,79,159
2025-01-04,21:45:00,"2025-01-04 21:45:00",05F0287N,05F0055N,77.66666666666667,128
2025-01-04,21:50:00,"2025-01-04 21:50:00",05F0287N,05F0055N,78.33333333333333,161
2025-01-04,21:55:00,"2025-01-04 21:55:00",05F0287N,05F0055N,79,124
2025-01-04,22:00:00,"2025-01-04 22:00:00",05F0287N,05F0055N,78.66666666666667,131
2025-01-04,22:05:00,"2025-01-04 22:05:00",05F0287N,05F0055N,81,123
2025-01-04,22:10:00,"2025-01-04 22:10:00",05F0287N,05F0055N,77.66666666666667,156
2025-01-04,22:15:00,"2025-01-04 22:15:00",05F0287N,05F0055N,81,113
2025-01-04,22:20:00,"2025-01-04 22:20:00",05F0287N,05F0055N,82,88
2025-01-04,22:25:00,"2025-01-04 22:25:00",05F0287N,05F0055N,81,101
2025-01-04,22:30:00,"2025-01-04 22:30:00",05F0287N,05F0055N,82,83
2025-01-04,22:35:00,"2025-01-04 22:35:00",05F0287N,05F0055N,81,110
2025-01-04,22:40:00,"2025-01-04 22:40:00",05F0287N,05F0055N,75,95
2025-01-04,22:45:00,"2025-01-04 22:45:00",05F0287N,05F0055N,81,74
2025-01-04,22:50:00,"2025-01-04 22:50:00",05F0287N,05F0055N,82,82
2025-01-04,22:55:00,"2025-01-04 22:55:00",05F0287N,05F0055N,81,80
2025-01-04,23:00:00,"2025-01-04 23:00:00",05F0287N,05F0055N,83.33333333333333,72
2025-01-04,23:05:00,"2025-01-04 23:05:00",05F0287N,05F0055N,82,95
2025-01-04,23:10:00,"2025-01-04 23:10:00",05F0287N,05F0055N,82.66666666666667,79
2025-01-04,23:15:00,"2025-01-04 23:15:00",05F0287N,05F0055N,84,64
2025-01-04,23:20:00,"2025-01-04 23:20:00",05F0287N,05F0055N,82.66666666666667,53
2025-01-04,23:25:00,"2025-01-04 23:25:00",05F0287N,05F0055N,81,67
2025-01-04,23:30:00,"2025-01-04 23:30:00",05F0287N,05F0055N,77.66666666666667,73
2025-01-04,23:35:00,"2025-01-04 23:35:00",05F0287N,05F0055N,77.66666666666667,44
2025-01-04,23:40:00,"2025-01-04 23:40:00",05F0287N,05F0055N,80,78
2025-01-04,23:45:00,"2025-01-04 23:45:00",05F0287N,05F0055N,82,65
2025-01-04,23:50:00,"2025-01-04 23:50:00",05F0287N,05F0055N,86,40
2025-01-04,23:55:00,"2025-01-04 23:55:00",05F0287N,05F0055N,82,64
2025-01-05,00:00:00,"2025-01-05 00:00:00",05F0287N,05F0055N,84,39
2025-01-05,00:05:00,"2025-01-05 00:05:00",05F0287N,05F0055N,85.33333333333333,57
2025-01-05,00:10:00,"2025-01-05 00:10:00",05F0287N,05F0055N,86,47
2025-01-05,00:15:00,"2025-01-05 00:15:00",05F0287N,05F0055N,83,57
2025-01-05,00:20:00,"2025-01-05 00:20:00",05F0287N,05F0055N,86,48
2025-01-05,00:25:00,"2025-01-05 00:25:00",05F0287N,05F0055N,84,43
2025-01-05,00:30:00,"2025-01-05 00:30:00",05F0287N,05F0055N,82,41
2025-01-05,00:35:00,"2025-01-05 00:35:00",05F0287N,05F0055N,86,56
2025-01-05,00:40:00,"2025-01-05 00:40:00",05F0287N,05F0055N,82,58
2025-01-05,00:45:00,"2025-01-05 00:45:00",05F0287N,05F0055N,86,41
2025-01-05,00:50:00,"2025-01-05 00:50:00",05F0287N,05F0055N,86,33
2025-01-05,00:55:00,"2025-01-05 00:55:00",05F0287N,05F0055N,86,39
2025-01-05,01:00:00,"2025-01-05 01:00:00",05F0287N,05F0055N,88,44
2025-01-05,01:05:00,"2025-01-05 01:05:00",05F0287N,05F0055N,86,35
2025-01-05,01:10:00,"2025-01-05 01:10:00",05F0287N,05F0055N,84,33
2025-01-05,01:15:00,"2025-01-05 01:15:00",05F0287N,05F0055N,86,35
2025-01-05,01:20:00,"2025-01-05 01:20:00",05F0287N,05F0055N,86,42
2025-01-05,01:25:00,"2025-01-05 01:25:00",05F0287N,05F0055N,84,38
2025-01-05,01:30:00,"2025-01-05 01:30:00",05F0287N,05F0055N,89,32
2025-01-05,01:35:00,"2025-01-05 01:35:00",05F0287N,05F0055N,88,23
